leaid	FIPST	STNAME	LEANAME07	cbsaID07	cbsaNAME07	cbsaAREA07
2907020	29	Missouri	CAMERON R-I	28140	Kansas City, MO-KS Metropolitan Statistical Area	94.384111818
2907050	29	Missouri	CAMPBELL R-II	28380	Kennett, MO Micropolitan Statistical Area	98.332744785
2907080	29	Missouri	CANTON R-V	22800	Fort Madison-Keokuk, IA-MO Micropolitan Statistical Area	18.586745962
2907080	29	Missouri	CANTON R-V	39500	Quincy, IL-MO Micropolitan Statistical Area	117.30729254
2907120	29	Missouri	CAPE GIRARDEAU 63	16020	Cape Girardeau-Jackson, MO-IL Micropolitan Statistical Area	51.759681898
2907320	29	Missouri	NELL HOLCOMB R-IV	16020	Cape Girardeau-Jackson, MO-IL Micropolitan Statistical Area	56.916084553
2907350	29	Missouri	CARL JUNCTION R-I	27900	Joplin, MO Metropolitan Statistical Area	128.79391874
2907380	29	Missouri	CARROLLTON R-VII	O	O	272.39176629
2907460	29	Missouri	CARTHAGE R-IX	27900	Joplin, MO Metropolitan Statistical Area	125.19662446
2907470	29	Missouri	CARUTHERSVILLE 18	O	O	9.0468523406
2908170	29	Missouri	CASSVILLE R-IV	O	O	274.93925995
2908250	29	Missouri	CENTER 58	28140	Kansas City, MO-KS Metropolitan Statistical Area	11.60368967
2908320	29	Missouri	JOHNSON CO. R-VII	47660	Warrensburg, MO Micropolitan Statistical Area	138.26749815
2908340	29	Missouri	CENTERVILLE R-I	O	O	114.0145935
2908370	29	Missouri	FT. ZUMWALT R-II	41180	St. Louis, MO-IL Metropolitan Statistical Area	122.4455623
2908400	29	Missouri	CENTRALIA R-VI	O	O	4.1132541927
2908400	29	Missouri	CENTRALIA R-VI	17860	Columbia, MO Metropolitan Statistical Area	50.911987237
2908400	29	Missouri	CENTRALIA R-VI	33020	Mexico, MO Micropolitan Statistical Area	147.34307881
2908430	29	Missouri	CHADWICK R-I	44180	Springfield, MO Metropolitan Statistical Area	138.1543899
2908460	29	Missouri	CHAFFEE R-II	43460	Sikeston, MO Micropolitan Statistical Area	21.738954389
2908490	29	Missouri	OSAGE CO. R-I	O	O	7.5060150858
2908490	29	Missouri	OSAGE CO. R-I	27620	Jefferson City, MO Metropolitan Statistical Area	97.554401796
2908670	29	Missouri	CHARLESTON R-I	O	O	225.99268143
2908730	29	Missouri	CHILHOWEE R-IV	O	O	0.6603802798
2908730	29	Missouri	CHILHOWEE R-IV	47660	Warrensburg, MO Micropolitan Statistical Area	58.437598166
2908760	29	Missouri	CHILLICOTHE R-II	O	O	292.39027362
2908790	29	Missouri	LIVINGSTON CO. R-III	O	O	65.100893518
2909090	29	Missouri	CLARKSBURG C-2	O	O	19.601652595
2909090	29	Missouri	CLARKSBURG C-2	27620	Jefferson City, MO Metropolitan Statistical Area	29.378410247
2909120	29	Missouri	CLARKTON C-4	28380	Kennett, MO Micropolitan Statistical Area	31.717259308
2909720	29	Missouri	CLAYTON	41180	St. Louis, MO-IL Metropolitan Statistical Area	3.2084028961
2909750	29	Missouri	CLEARWATER R-I	O	O	264.8525414
2909780	29	Missouri	CLEVER R-V	14700	Branson, MO Micropolitan Statistical Area	20.136534996
2909780	29	Missouri	CLEVER R-V	44180	Springfield, MO Metropolitan Statistical Area	43.831181843
2909810	29	Missouri	CLIMAX SPRINGS R-IV	O	O	122.08709461
2909860	29	Missouri	CLINTON	O	O	155.1185102
2909900	29	Missouri	COLE CAMP R-I	42740	Sedalia, MO Micropolitan Statistical Area	46.346356045
2909900	29	Missouri	COLE CAMP R-I	O	O	200.22410529
2909930	29	Missouri	BLAIR OAKS R-II	27620	Jefferson City, MO Metropolitan Statistical Area	70.181929028
2910020	29	Missouri	COMMUNITY R-VI	25300	Hannibal, MO Micropolitan Statistical Area	0.3586850595
2910020	29	Missouri	COMMUNITY R-VI	O	O	4.0691767684
2910020	29	Missouri	COMMUNITY R-VI	27620	Jefferson City, MO Metropolitan Statistical Area	10.993984914
2910020	29	Missouri	COMMUNITY R-VI	33020	Mexico, MO Micropolitan Statistical Area	163.69071671
2910080	29	Missouri	CONCORDIA R-II	47660	Warrensburg, MO Micropolitan Statistical Area	32.104111293
2910080	29	Missouri	CONCORDIA R-II	28140	Kansas City, MO-KS Metropolitan Statistical Area	77.628498665
2910110	29	Missouri	LACLEDE CO. R-I	O	O	11.049338066
2910110	29	Missouri	LACLEDE CO. R-I	44180	Springfield, MO Metropolitan Statistical Area	58.842721279
2910110	29	Missouri	LACLEDE CO. R-I	30060	Lebanon, MO Micropolitan Statistical Area	105.06181419
2910140	29	Missouri	COOTER R-IV	O	O	38.182945635
2910200	29	Missouri	COUCH R-I	O	O	133.68301089
2910230	29	Missouri	COWGILL R-VI	28140	Kansas City, MO-KS Metropolitan Statistical Area	34.411769475
2910260	29	Missouri	CRAIG R-III	O	O	115.04591218
2910290	29	Missouri	CRANE R-III	O	O	28.54700292
2910290	29	Missouri	CRANE R-III	14700	Branson, MO Micropolitan Statistical Area	38.796342686
2910320	29	Missouri	SHERWOOD CASS R-VIII	47660	Warrensburg, MO Micropolitan Statistical Area	8.784848424
2910320	29	Missouri	SHERWOOD CASS R-VIII	O	O	89.347776129
2910320	29	Missouri	SHERWOOD CASS R-VIII	28140	Kansas City, MO-KS Metropolitan Statistical Area	91.38296857
2910350	29	Missouri	CROCKER R-II	22780	Fort Leonard Wood, MO Micropolitan Statistical Area	87.025251854
2910380	29	Missouri	CRYSTAL CITY 47	41180	St. Louis, MO-IL Metropolitan Statistical Area	3.7755950993
2910410	29	Missouri	CRAWFORD CO. R-II	O	O	163.27273292
2910440	29	Missouri	DADEVILLE R-II	44180	Springfield, MO Metropolitan Statistical Area	11.179618207
2910440	29	Missouri	DADEVILLE R-II	O	O	58.117751511
2910470	29	Missouri	DAVIS R-XII	O	O	79.65552157
2910500	29	Missouri	DESOTO 73	O	O	0.5297646167
2910500	29	Missouri	DESOTO 73	22100	Farmington, MO Micropolitan Statistical Area	9.1445585848
2910500	29	Missouri	DESOTO 73	41180	St. Louis, MO-IL Metropolitan Statistical Area	93.166079148
2910520	29	Missouri	LAKELAND R-III	O	O	166.60933101
2910590	29	Missouri	BUCHANAN CO. R-IV	41140	St. Joseph, MO-KS Metropolitan Statistical Area	96.208472394
2910620	29	Missouri	DELTA R-V	16020	Cape Girardeau-Jackson, MO-IL Micropolitan Statistical Area	105.58815794
2910650	29	Missouri	NORTH WOOD R-IV	O	O	118.63915547
2910710	29	Missouri	DENT-PHELPS R-III	40620	Rolla, MO Micropolitan Statistical Area	7.1321249365
2910710	29	Missouri	DENT-PHELPS R-III	O	O	165.11059086
2910770	29	Missouri	DEXTER R-XI	O	O	125.3265351
2910800	29	Missouri	DIAMOND R-IV	27900	Joplin, MO Metropolitan Statistical Area	81.42248188
2910830	29	Missouri	DIXON R-I	40620	Rolla, MO Micropolitan Statistical Area	11.13944582
2910830	29	Missouri	DIXON R-I	O	O	41.461059665
2910830	29	Missouri	DIXON R-I	22780	Fort Leonard Wood, MO Micropolitan Statistical Area	80.233962088
2910920	29	Missouri	DONIPHAN R-I	38740	Poplar Bluff, MO Micropolitan Statistical Area	0.7160426998
2910920	29	Missouri	DONIPHAN R-I	O	O	295.50487145
2910950	29	Missouri	DORA R-III	O	O	174.00403438
2911010	29	Missouri	SKYLINE R-II	O	O	120.72097786
2911040	29	Missouri	PLAINVIEW R-VIII	O	O	51.89257595
2911070	29	Missouri	DREXEL R-IV	28140	Kansas City, MO-KS Metropolitan Statistical Area	55.475255484
2911100	29	Missouri	EAST CARTER CO. R-II	38740	Poplar Bluff, MO Micropolitan Statistical Area	49.347340605
2911100	29	Missouri	EAST CARTER CO. R-II	O	O	231.44878625
2911160	29	Missouri	EAST LYNNE 40	28140	Kansas City, MO-KS Metropolitan Statistical Area	38.25301623
2911220	29	Missouri	EAST PRAIRIE R-II	O	O	183.68033558
2911250	29	Missouri	EAST BUCHANAN CO. C-1	28140	Kansas City, MO-KS Metropolitan Statistical Area	63.806419566
2911250	29	Missouri	EAST BUCHANAN CO. C-1	41140	St. Joseph, MO-KS Metropolitan Statistical Area	83.842923983
2911280	29	Missouri	KNOX CO. R-I	39500	Quincy, IL-MO Micropolitan Statistical Area	0.1225955487
2911280	29	Missouri	KNOX CO. R-I	O	O	496.42220891
2911310	29	Missouri	EL DORADO SPRINGS R-II	O	O	276.8548001
2911340	29	Missouri	ELDON R-I	27620	Jefferson City, MO Metropolitan Statistical Area	4.6187241022
2911340	29	Missouri	ELDON R-I	O	O	176.12740986
2911400	29	Missouri	ELSBERRY R-II	41180	St. Louis, MO-IL Metropolitan Statistical Area	121.37197663
2911450	29	Missouri	EMINENCE R-I	O	O	338.499761
2911550	29	Missouri	COLE CO. R-V	O	O	50.893393715
2911550	29	Missouri	COLE CO. R-V	27620	Jefferson City, MO Metropolitan Statistical Area	91.077243601
2911580	29	Missouri	EVERTON R-III	O	O	58.310013792
2911650	29	Missouri	EXCELSIOR SPRINGS 40	28140	Kansas City, MO-KS Metropolitan Statistical Area	89.662199593
2911670	29	Missouri	EXETER R-VI	O	O	38.275583902
2911700	29	Missouri	FAIR GROVE R-X	44180	Springfield, MO Metropolitan Statistical Area	82.071964426
2911730	29	Missouri	FAIR PLAY R-II	44180	Springfield, MO Metropolitan Statistical Area	82.616380848
2911760	29	Missouri	FAIRFAX R-III	O	O	127.12017005
2911850	29	Missouri	FAIRVIEW R-XI	O	O	2.0238989524
2911850	29	Missouri	FAIRVIEW R-XI	48460	West Plains, MO Micropolitan Statistical Area	92.678935192
2911910	29	Missouri	FARMINGTON R-VII	O	O	140.81347558
2911910	29	Missouri	FARMINGTON R-VII	22100	Farmington, MO Micropolitan Statistical Area	177.2396042
2911940	29	Missouri	MID-BUCHANAN CO. R-V	41140	St. Joseph, MO-KS Metropolitan Statistical Area	80.762770716
2911990	29	Missouri	FAYETTE R-III	17860	Columbia, MO Metropolitan Statistical Area	196.09895451
2912010	29	Missouri	FERGUSON-FLORISSANT R-II	41180	St. Louis, MO-IL Metropolitan Statistical Area	25.288512534
2912030	29	Missouri	FESTUS R-VI	41180	St. Louis, MO-IL Metropolitan Statistical Area	30.143961671
2912180	29	Missouri	FORDLAND R-III	44180	Springfield, MO Metropolitan Statistical Area	82.66951121
2912240	29	Missouri	FORSYTH R-III	14700	Branson, MO Micropolitan Statistical Area	130.84478306
2912290	29	Missouri	FORT OSAGE R-I	28140	Kansas City, MO-KS Metropolitan Statistical Area	115.15271113
2912300	29	Missouri	FOX C-6	41180	St. Louis, MO-IL Metropolitan Statistical Area	73.480916514
2912450	29	Missouri	SPRING BLUFF R-XV	41180	St. Louis, MO-IL Metropolitan Statistical Area	62.658686836
2912480	29	Missouri	STRAIN-JAPAN R-XVI	O	O	4.6487381409
2912480	29	Missouri	STRAIN-JAPAN R-XVI	41180	St. Louis, MO-IL Metropolitan Statistical Area	38.669712369
2912510	29	Missouri	FRANKLIN CO. R-II	41180	St. Louis, MO-IL Metropolitan Statistical Area	56.473750458
2912540	29	Missouri	FREDERICKTOWN R-I	22100	Farmington, MO Micropolitan Statistical Area	6.0741211928
2912540	29	Missouri	FREDERICKTOWN R-I	O	O	336.16265288
2912550	29	Missouri	FULTON 58	27620	Jefferson City, MO Metropolitan Statistical Area	118.49259379
2912600	29	Missouri	GAINESVILLE R-V	O	O	338.62471023
2912630	29	Missouri	GALENA R-II	O	O	20.096191951
2912630	29	Missouri	GALENA R-II	14700	Branson, MO Micropolitan Statistical Area	99.775982746
2912660	29	Missouri	GALLATIN R-V	O	O	135.47005198
2912690	29	Missouri	GRUNDY CO. R-V	O	O	145.22688561
2912720	29	Missouri	GASCONADE C-4	22780	Fort Leonard Wood, MO Micropolitan Statistical Area	4.9708693631
2912720	29	Missouri	GASCONADE C-4	30060	Lebanon, MO Micropolitan Statistical Area	85.913344
2912780	29	Missouri	GIDEON 37	O	O	75.172660646
2912840	29	Missouri	GILLIAM C-4	32180	Marshall, MO Micropolitan Statistical Area	31.162502297
2912870	29	Missouri	GILMAN CITY R-IV	O	O	105.419917
2912900	29	Missouri	GLASGOW	32180	Marshall, MO Micropolitan Statistical Area	7.6793753485
2912900	29	Missouri	GLASGOW	O	O	29.593012014
2912900	29	Missouri	GLASGOW	17860	Columbia, MO Metropolitan Statistical Area	107.46342454
2912930	29	Missouri	GOLDEN CITY R-III	27900	Joplin, MO Metropolitan Statistical Area	27.147912654
2912930	29	Missouri	GOLDEN CITY R-III	O	O	91.276739892
2913020	29	Missouri	GORIN R-III	O	O	46.674458723
2913080	29	Missouri	GRAIN VALLEY R-V	28140	Kansas City, MO-KS Metropolitan Statistical Area	38.765668412
2913140	29	Missouri	GRANDVIEW C-4	28140	Kansas City, MO-KS Metropolitan Statistical Area	37.477098736
2913170	29	Missouri	GRANDVIEW R-II	41180	St. Louis, MO-IL Metropolitan Statistical Area	74.783939926
2913230	29	Missouri	GREEN CITY R-I	O	O	207.43432943
2913260	29	Missouri	GREEN FOREST R-II	O	O	149.08134903
2913290	29	Missouri	GREEN RIDGE R-VIII	42740	Sedalia, MO Micropolitan Statistical Area	106.10788969
2913320	29	Missouri	GREENFIELD R-IV	O	O	156.04225309
2913380	29	Missouri	GREENVILLE R-II	38740	Poplar Bluff, MO Micropolitan Statistical Area	10.994993413
2913380	29	Missouri	GREENVILLE R-II	O	O	458.64790223
2913440	29	Missouri	PLEASANT VIEW R-VI	O	O	62.618899779
2913500	29	Missouri	HALE R-I	O	O	70.671322415
2913530	29	Missouri	HALFWAY R-III	44180	Springfield, MO Metropolitan Statistical Area	115.55009521
2913560	29	Missouri	HALLSVILLE R-IV	17860	Columbia, MO Metropolitan Statistical Area	78.876019889
2913590	29	Missouri	HAMILTON R-II	O	O	41.821221566
2913590	29	Missouri	HAMILTON R-II	28140	Kansas City, MO-KS Metropolitan Statistical Area	98.290597485
2913620	29	Missouri	HANCOCK PLACE	41180	St. Louis, MO-IL Metropolitan Statistical Area	2.002188041
2913650	29	Missouri	HANNIBAL 60	25300	Hannibal, MO Micropolitan Statistical Area	96.69444955
2913680	29	Missouri	HARDIN-CENTRAL C-2	28140	Kansas City, MO-KS Metropolitan Statistical Area	79.900034672
2913710	29	Missouri	HARRISBURG R-VIII	17860	Columbia, MO Metropolitan Statistical Area	96.098820535
2913760	29	Missouri	HARRISONVILLE R-IX	28140	Kansas City, MO-KS Metropolitan Statistical Area	98.12250829
2913770	29	Missouri	HARTVILLE R-II	O	O	256.05913309
2913800	29	Missouri	HAYTI R-II	O	O	35.339638639
2913830	29	Missouri	HAZELWOOD	41180	St. Louis, MO-IL Metropolitan Statistical Area	77.258428997
2914250	29	Missouri	DUNKLIN R-V	41180	St. Louis, MO-IL Metropolitan Statistical Area	20.186274608
2914280	29	Missouri	GASCONADE CO. R-I	41180	St. Louis, MO-IL Metropolitan Statistical Area	58.810379816
2914280	29	Missouri	GASCONADE CO. R-I	O	O	303.39280568
2914310	29	Missouri	HERMITAGE R-IV	O	O	53.043404834
2914320	29	Missouri	HICKORY CO. R-I	30060	Lebanon, MO Micropolitan Statistical Area	1.0600392743
2914320	29	Missouri	HICKORY CO. R-I	44180	Springfield, MO Metropolitan Statistical Area	138.49641929
2914320	29	Missouri	HICKORY CO. R-I	O	O	142.24714555
2914340	29	Missouri	HICKMAN MILLS C-1	28140	Kansas City, MO-KS Metropolitan Statistical Area	29.161793028
2914370	29	Missouri	HIGBEE R-VIII	17860	Columbia, MO Metropolitan Statistical Area	30.341200036
2914370	29	Missouri	HIGBEE R-VIII	33620	Moberly, MO Micropolitan Statistical Area	37.875409075
2914400	29	Missouri	LAFAYETTE CO. C-1	28140	Kansas City, MO-KS Metropolitan Statistical Area	120.64386399
2914430	29	Missouri	HILLSBORO R-III	41180	St. Louis, MO-IL Metropolitan Statistical Area	106.11432678
2914460	29	Missouri	HOLCOMB R-III	28380	Kennett, MO Micropolitan Statistical Area	68.390746212
2914490	29	Missouri	HOLDEN R-III	28140	Kansas City, MO-KS Metropolitan Statistical Area	6.7708217181
2914490	29	Missouri	HOLDEN R-III	47660	Warrensburg, MO Micropolitan Statistical Area	200.21570872
2914520	29	Missouri	HOLLIDAY C-2	O	O	62.24398337
2914550	29	Missouri	HOLLISTER R-V	14700	Branson, MO Micropolitan Statistical Area	66.286364261
2914840	29	Missouri	HOUSTON R-I	O	O	198.61010128
2915060	29	Missouri	JUNCTION HILL C-12	48460	West Plains, MO Micropolitan Statistical Area	101.03071288
2915180	29	Missouri	GLENWOOD R-VIII	48460	West Plains, MO Micropolitan Statistical Area	102.48092308
2915210	29	Missouri	HOWELL VALLEY R-I	48460	West Plains, MO Micropolitan Statistical Area	61.939193155
2915240	29	Missouri	HUDSON R-IX	28140	Kansas City, MO-KS Metropolitan Statistical Area	76.076194562
2915270	29	Missouri	PETTIS CO. R-V	32180	Marshall, MO Micropolitan Statistical Area	2.925073398
2915270	29	Missouri	PETTIS CO. R-V	42740	Sedalia, MO Micropolitan Statistical Area	162.53612102
2915300	29	Missouri	HUMANSVILLE R-IV	O	O	28.571572532
2915300	29	Missouri	HUMANSVILLE R-IV	44180	Springfield, MO Metropolitan Statistical Area	80.176513945
2915330	29	Missouri	HUME R-VIII	O	O	21.359969235
2915330	29	Missouri	HUME R-VIII	28140	Kansas City, MO-KS Metropolitan Statistical Area	58.641308377
2915390	29	Missouri	HURLEY R-I	14700	Branson, MO Micropolitan Statistical Area	51.449019841
2915420	29	Missouri	IBERIA R-V	O	O	144.63808635
2915450	29	Missouri	SCOTT CITY R-I	43460	Sikeston, MO Micropolitan Statistical Area	24.681317828
2915480	29	Missouri	INDEPENDENCE 30	28140	Kansas City, MO-KS Metropolitan Statistical Area	32.830407708
2915510	29	Missouri	IRON CO. C-4	O	O	290.97380451
2915600	29	Missouri	JACKSON R-II	16020	Cape Girardeau-Jackson, MO-IL Micropolitan Statistical Area	281.28181714
2915630	29	Missouri	NORTH DAVIESS R-III	O	O	100.30818907
2915660	29	Missouri	JAMESTOWN C-1	27620	Jefferson City, MO Metropolitan Statistical Area	83.1084839
2916140	29	Missouri	JASPER CO. R-V	O	O	50.510073792
2916140	29	Missouri	JASPER CO. R-V	27900	Joplin, MO Metropolitan Statistical Area	130.1885723
2916190	29	Missouri	JEFFERSON CITY	27620	Jefferson City, MO Metropolitan Statistical Area	215.21652031
2916200	29	Missouri	JEFFERSON C-123	32340	Maryville, MO Micropolitan Statistical Area	55.622932616
2916230	29	Missouri	JEFFERSON CO. R-VII	41180	St. Louis, MO-IL Metropolitan Statistical Area	53.322818098
2916290	29	Missouri	JENNINGS	41180	St. Louis, MO-IL Metropolitan Statistical Area	3.6101398925
2916350	29	Missouri	JOPLIN R-VIII	27900	Joplin, MO Metropolitan Statistical Area	69.599659149
2916380	29	Missouri	CLARK CO. R-I	39500	Quincy, IL-MO Micropolitan Statistical Area	1.9517017067
2916380	29	Missouri	CLARK CO. R-I	22800	Fort Madison-Keokuk, IA-MO Micropolitan Statistical Area	303.82332621
2916400	29	Missouri	KANSAS CITY 33	28140	Kansas City, MO-KS Metropolitan Statistical Area	75.702398235
2916450	29	Missouri	KEARNEY R-I	28140	Kansas City, MO-KS Metropolitan Statistical Area	97.061694494
2916470	29	Missouri	KELSO C-7	43460	Sikeston, MO Micropolitan Statistical Area	47.923955246
2916500	29	Missouri	KENNETT 39	28380	Kennett, MO Micropolitan Statistical Area	13.163405776
2916500	29	Missouri	KENNETT 39	O	O	27.909537805
2916530	29	Missouri	KEYTESVILLE R-III	O	O	130.8238293
2916590	29	Missouri	KING CITY R-I	41140	St. Joseph, MO-KS Metropolitan Statistical Area	72.044343449
2916590	29	Missouri	KING CITY R-I	O	O	99.483030423
2916620	29	Missouri	KINGSTON 42	28140	Kansas City, MO-KS Metropolitan Statistical Area	22.945473493
2916660	29	Missouri	KINGSVILLE R-I	28140	Kansas City, MO-KS Metropolitan Statistical Area	4.8681217828
2916660	29	Missouri	KINGSVILLE R-I	47660	Warrensburg, MO Micropolitan Statistical Area	44.520997395
2916710	29	Missouri	KIRBYVILLE R-VI	14700	Branson, MO Micropolitan Statistical Area	50.763405081
2916740	29	Missouri	KIRKSVILLE R-III	28860	Kirksville, MO Micropolitan Statistical Area	254.36642911
2916770	29	Missouri	KIRKWOOD R-VII	41180	St. Louis, MO-IL Metropolitan Statistical Area	15.320756698
2916830	29	Missouri	KNOB NOSTER R-VIII	42740	Sedalia, MO Micropolitan Statistical Area	2.4875852707
2916830	29	Missouri	KNOB NOSTER R-VIII	47660	Warrensburg, MO Micropolitan Statistical Area	114.19423874
2916860	29	Missouri	OREGON-HOWELL R-III	48460	West Plains, MO Micropolitan Statistical Area	42.531847638
2916860	29	Missouri	OREGON-HOWELL R-III	O	O	67.821777553
2916920	29	Missouri	LA MONTE R-IV	42740	Sedalia, MO Micropolitan Statistical Area	81.860455338
2916950	29	Missouri	LA PLATA R-II	28860	Kirksville, MO Micropolitan Statistical Area	29.737822724
2916950	29	Missouri	LA PLATA R-II	O	O	119.18335838
2917000	29	Missouri	LACLEDE CO. C-5	30060	Lebanon, MO Micropolitan Statistical Area	78.731234276
2917820	29	Missouri	LADUE	41180	St. Louis, MO-IL Metropolitan Statistical Area	18.272619796
2917850	29	Missouri	LAMAR R-I	O	O	194.70629903
2917880	29	Missouri	LAQUEY R-V	22780	Fort Leonard Wood, MO Micropolitan Statistical Area	84.803863184
2917910	29	Missouri	LAREDO R-VII	O	O	48.842693094
2917970	29	Missouri	LATHROP R-II	28140	Kansas City, MO-KS Metropolitan Statistical Area	112.31219681
2918220	29	Missouri	LAWSON R-XIV	28140	Kansas City, MO-KS Metropolitan Statistical Area	96.669234761
2918240	29	Missouri	WEST ST. FRANCOIS CO. R-IV	41180	St. Louis, MO-IL Metropolitan Statistical Area	24.071297242
2918240	29	Missouri	WEST ST. FRANCOIS CO. R-IV	22100	Farmington, MO Micropolitan Statistical Area	25.025686605
2918270	29	Missouri	LEBANON R-III	30060	Lebanon, MO Micropolitan Statistical Area	282.26731437
2918300	29	Missouri	LEE'S SUMMIT R-VII	28140	Kansas City, MO-KS Metropolitan Statistical Area	113.39058289
2918330	29	Missouri	LEESVILLE R-IX	O	O	41.980304156
2918360	29	Missouri	LEETON R-X	O	O	0.1586740942
2918360	29	Missouri	LEETON R-X	47660	Warrensburg, MO Micropolitan Statistical Area	73.457531077
2918420	29	Missouri	LEOPOLD R-III	16020	Cape Girardeau-Jackson, MO-IL Micropolitan Statistical Area	39.162360984
2918450	29	Missouri	LESTERVILLE R-IV	O	O	178.61296037
2918460	29	Missouri	LEWIS CO. C-1	22800	Fort Madison-Keokuk, IA-MO Micropolitan Statistical Area	0.1725880583
2918460	29	Missouri	LEWIS CO. C-1	25300	Hannibal, MO Micropolitan Statistical Area	10.905906514
2918460	29	Missouri	LEWIS CO. C-1	O	O	12.491135866
2918460	29	Missouri	LEWIS CO. C-1	39500	Quincy, IL-MO Micropolitan Statistical Area	385.58401661
2918480	29	Missouri	LEXINGTON R-V	28140	Kansas City, MO-KS Metropolitan Statistical Area	80.759984988
2918510	29	Missouri	LIBERAL R-II	O	O	249.34188151
2918540	29	Missouri	LIBERTY 53	28140	Kansas City, MO-KS Metropolitan Statistical Area	81.870128742
2918600	29	Missouri	LICKING R-VIII	40620	Rolla, MO Micropolitan Statistical Area	13.458404054
2918600	29	Missouri	LICKING R-VIII	O	O	179.45080093
2918670	29	Missouri	LINCOLN R-II	O	O	143.75564867
2918690	29	Missouri	LINDBERGH R-VIII	41180	St. Louis, MO-IL Metropolitan Statistical Area	23.967547726
2919080	29	Missouri	OSAGE CO. R-II	O	O	4.8322243192
2919080	29	Missouri	OSAGE CO. R-II	27620	Jefferson City, MO Metropolitan Statistical Area	156.00090155
2919140	29	Missouri	LOCKWOOD R-I	O	O	195.32888222
2919170	29	Missouri	LOGAN-ROGERSVILLE R-VIII	44180	Springfield, MO Metropolitan Statistical Area	122.59708423
2919200	29	Missouri	LONEDELL R-XIV	41180	St. Louis, MO-IL Metropolitan Statistical Area	65.842139423
2919230	29	Missouri	LONE JACK C-6	47660	Warrensburg, MO Micropolitan Statistical Area	0.0992657109
2919230	29	Missouri	LONE JACK C-6	28140	Kansas City, MO-KS Metropolitan Statistical Area	38.138038864
2919260	29	Missouri	LOUISIANA R-II	O	O	81.257578413
2919320	29	Missouri	LURAY 33	22800	Fort Madison-Keokuk, IA-MO Micropolitan Statistical Area	55.337097315
2919350	29	Missouri	WOODLAND R-IV	O	O	10.773404742
2919350	29	Missouri	WOODLAND R-IV	16020	Cape Girardeau-Jackson, MO-IL Micropolitan Statistical Area	223.82621155
2919380	29	Missouri	MACKS CREEK R-V	O	O	116.25305909
2919410	29	Missouri	MACON CO. R-I	33620	Moberly, MO Micropolitan Statistical Area	0.0163058671
2919410	29	Missouri	MACON CO. R-I	O	O	205.27309161
2919840	29	Missouri	MADISON C-3	O	O	99.592582282
2919890	29	Missouri	MALDEN R-I	28380	Kennett, MO Micropolitan Statistical Area	41.589624353
2919920	29	Missouri	MALTA BEND R-V	32180	Marshall, MO Micropolitan Statistical Area	89.005191144
2919950	29	Missouri	MANES R-V	O	O	62.407306906
2919980	29	Missouri	MANSFIELD R-IV	O	O	135.86595343
2920010	29	Missouri	MAPLEWOOD-RICHMOND HEIGHTS	41180	St. Louis, MO-IL Metropolitan Statistical Area	2.7866619459
2920050	29	Missouri	MARCELINE R-V	O	O	120.47250219
2920160	29	Missouri	MARION C. EARLY R-V	44180	Springfield, MO Metropolitan Statistical Area	110.42778268
2920280	29	Missouri	MARION CO. R-II	O	O	0.2234531589
2920280	29	Missouri	MARION CO. R-II	25300	Hannibal, MO Micropolitan Statistical Area	103.5229225
2920310	29	Missouri	MARIONVILLE R-IX	44180	Springfield, MO Metropolitan Statistical Area	0.4806566671
2920310	29	Missouri	MARIONVILLE R-IX	14700	Branson, MO Micropolitan Statistical Area	9.0619593604
2920310	29	Missouri	MARIONVILLE R-IX	O	O	52.428012022
2920340	29	Missouri	MARK TWAIN R-VIII	14700	Branson, MO Micropolitan Statistical Area	96.38860875
2920370	29	Missouri	MARQUAND-ZION R-VI	O	O	140.87848477
2920410	29	Missouri	MARSHALL	32180	Marshall, MO Micropolitan Statistical Area	161.69639087
2920430	29	Missouri	MARSHFIELD R-I	44180	Springfield, MO Metropolitan Statistical Area	246.55186086
2920490	29	Missouri	MARYVILLE R-II	32340	Maryville, MO Micropolitan Statistical Area	125.3795396
2920550	29	Missouri	MAYSVILLE R-I	41140	St. Joseph, MO-KS Metropolitan Statistical Area	241.37703765
2920610	29	Missouri	MCDONALD CO. R-I	27900	Joplin, MO Metropolitan Statistical Area	0.7686236384
2920610	29	Missouri	MCDONALD CO. R-I	22220	Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area	427.7814542
2920640	29	Missouri	MEADVILLE R-IV	O	O	156.95927973
2920670	29	Missouri	MEHLVILLE R-IX	41180	St. Louis, MO-IL Metropolitan Statistical Area	38.347830183
2920700	29	Missouri	SCOTLAND CO. R-I	22800	Fort Madison-Keokuk, IA-MO Micropolitan Statistical Area	2.747683387
2920700	29	Missouri	SCOTLAND CO. R-I	O	O	376.9861594
2920750	29	Missouri	NORTH MERCER CO. R-III	O	O	114.39924625
2920810	29	Missouri	MEXICO 59	27620	Jefferson City, MO Metropolitan Statistical Area	0.1178449475
2920810	29	Missouri	MEXICO 59	O	O	1.6351021704
2920810	29	Missouri	MEXICO 59	33020	Mexico, MO Micropolitan Statistical Area	222.78798048
2920820	29	Missouri	MIAMI R-I	28140	Kansas City, MO-KS Metropolitan Statistical Area	109.64253966
2920840	29	Missouri	MIAMI R-I	32180	Marshall, MO Micropolitan Statistical Area	113.95250557
2920880	29	Missouri	MIDDLE GROVE C-1	33020	Mexico, MO Micropolitan Statistical Area	3.5308059342
