leaid	FIPST	STNAME	LEANAME07	CDID07	CDAREA07
4223040	42	Pennsylvania	SUSQUENITA SD	4217	60.334629736
4223220	42	Pennsylvania	TAMAQUA AREA SD	4217	121.79665736
4223250	42	Pennsylvania	RIVERSIDE  SD	4211	11.601457999
4223490	42	Pennsylvania	TITUSVILLE AREA SD	4203	1.7853843338
4223490	42	Pennsylvania	TITUSVILLE AREA SD	4205	198.2606626
4223550	42	Pennsylvania	TOWANDA AREA SD	4210	159.13790527
4223640	42	Pennsylvania	TREDYFFRIN-EASTTOWN SD	4207	8.2230176356
4223640	42	Pennsylvania	TREDYFFRIN-EASTTOWN SD	4206	19.812148937
4223700	42	Pennsylvania	TRI-VALLEY SD	4217	98.878818744
4223760	42	Pennsylvania	TRINITY AREA SD	4212	24.223580573
4223760	42	Pennsylvania	TRINITY AREA SD	4218	65.732423471
4223790	42	Pennsylvania	TROY AREA SD	4210	275.79631218
4223820	42	Pennsylvania	TULPEHOCKEN AREA SD	4217	100.2717974
4223850	42	Pennsylvania	TUNKHANNOCK AREA SD	4210	292.17923983
4223880	42	Pennsylvania	TURKEYFOOT VALLEY AREA SD	4209	100.06881036
4223970	42	Pennsylvania	TUSSEY MOUNTAIN SD	4209	170.93483213
4224000	42	Pennsylvania	TWIN VALLEY SD	4206	87.677248698
4224030	42	Pennsylvania	TYRONE AREA SD	4205	30.446600911
4224030	42	Pennsylvania	TYRONE AREA SD	4209	136.53490943
4224060	42	Pennsylvania	UNION AREA SD	4204	11.734021934
4224090	42	Pennsylvania	UNION CITY AREA SD	4203	76.052551595
4224120	42	Pennsylvania	UNION SD	4205	75.236020399
4224150	42	Pennsylvania	UNIONTOWN AREA SD	4212	53.04724269
4224150	42	Pennsylvania	UNIONTOWN AREA SD	4209	196.31395165
4224210	42	Pennsylvania	UNIONVILLE-CHADDS FORD SD	4206	8.2085137074
4224210	42	Pennsylvania	UNIONVILLE-CHADDS FORD SD	4207	8.703312525
4224210	42	Pennsylvania	UNIONVILLE-CHADDS FORD SD	4216	59.369640709
4224240	42	Pennsylvania	UNITED SD	4209	130.41836873
4224300	42	Pennsylvania	UPPER ADAMS SD	4219	83.370289747
4224320	42	Pennsylvania	UPPER DARBY SD	4207	8.5144182135
4224360	42	Pennsylvania	UPPER DAUPHIN AREA SD	4217	90.494214645
4224390	42	Pennsylvania	UPPER DUBLIN SD	4208	2.8668364487
4224390	42	Pennsylvania	UPPER DUBLIN SD	4213	10.383646565
4224480	42	Pennsylvania	UPPER MERION AREA SD	4207	18.444341055
4224510	42	Pennsylvania	UPPER MORELAND TOWNSHIP SD	4208	1.1346639444
4224510	42	Pennsylvania	UPPER MORELAND TOWNSHIP SD	4213	6.8299567411
4224540	42	Pennsylvania	UPPER PERKIOMEN SD	4213	6.9587893844
4224540	42	Pennsylvania	UPPER PERKIOMEN SD	4206	7.187150288
4224540	42	Pennsylvania	UPPER PERKIOMEN SD	4215	36.354127509
4224570	42	Pennsylvania	UPPER SAINT CLAIR SD	4218	9.8202188582
4224630	42	Pennsylvania	VALLEY GROVE SD	4205	62.600880776
4224650	42	Pennsylvania	VALLEY VIEW SD	4211	4.8952118697
4224650	42	Pennsylvania	VALLEY VIEW SD	4210	22.398505707
4224750	42	Pennsylvania	WALLENPAUPACK AREA SD	4210	309.00282781
4224790	42	Pennsylvania	WALLINGFORD-SWARTHMORE SD	4207	6.9669334375
4224820	42	Pennsylvania	WARREN COUNTY SD	4203	289.99640153
4224820	42	Pennsylvania	WARREN COUNTY SD	4205	470.00205291
4224870	42	Pennsylvania	WARRIOR RUN SD	4210	112.27682561
4224960	42	Pennsylvania	WARWICK SD	4216	39.538001334
4224970	42	Pennsylvania	WAYNE HIGHLANDS SD	4210	414.09322476
4224990	42	Pennsylvania	WASHINGTON SD	4218	0.2300593671
4224990	42	Pennsylvania	WASHINGTON SD	4212	3.1829892648
4225080	42	Pennsylvania	WATTSBURG AREA SD	4203	141.75635254
4225110	42	Pennsylvania	WAYNESBORO AREA SD	4209	92.642238497
4225140	42	Pennsylvania	WEATHERLY AREA SD	4211	107.80546705
4225170	42	Pennsylvania	WELLSBORO AREA SD	4205	330.32008604
4225200	42	Pennsylvania	WEST ALLEGHENY SD	4218	58.241362508
4225230	42	Pennsylvania	WEST BRANCH AREA SD	4205	164.56850611
4225290	42	Pennsylvania	WEST CHESTER AREA SD	4216	4.1639579025
4225290	42	Pennsylvania	WEST CHESTER AREA SD	4206	25.413566009
4225290	42	Pennsylvania	WEST CHESTER AREA SD	4207	43.526856881
4225440	42	Pennsylvania	WEST GREENE SD	4212	252.86401095
4225590	42	Pennsylvania	WEST JEFFERSON HILLS SD	4218	19.500693053
4225650	42	Pennsylvania	WEST MIDDLESEX AREA SD	4203	20.767473826
4225650	42	Pennsylvania	WEST MIDDLESEX AREA SD	4204	30.801093287
4225680	42	Pennsylvania	WEST MIFFLIN AREA SD	4214	14.53277853
4225740	42	Pennsylvania	WEST PERRY SD	4217	59.357361501
4225740	42	Pennsylvania	WEST PERRY SD	4209	253.72639757
4225830	42	Pennsylvania	WEST SHORE SD	4219	73.813532727
4225870	42	Pennsylvania	WEST SIDE AVTS	N	-2
4225950	42	Pennsylvania	WYOMING VALLEY WEST SD	4210	5.1749591118
4225950	42	Pennsylvania	WYOMING VALLEY WEST SD	4211	9.5183946798
4225980	42	Pennsylvania	WEST YORK AREA SD	4219	20.492355949
4226010	42	Pennsylvania	MIFFLINBURG AREA SD	4210	212.71241566
4226040	42	Pennsylvania	WESTERN BEAVER COUNTY SD	4204	33.185530975
4226070	42	Pennsylvania	WESTERN WAYNE SD	4210	162.85001861
4226130	42	Pennsylvania	WESTMONT HILLTOP SD	4212	15.283097451
4226250	42	Pennsylvania	WHITEHALL-COPLAY SD	4215	13.105307438
4226300	42	Pennsylvania	WILKES-BARRE AREA SD	4211	114.74543704
4226370	42	Pennsylvania	WILKINSBURG BOROUGH SD	4214	2.293932636
4226390	42	Pennsylvania	WILLIAM PENN SD	4207	1.9868003249
4226390	42	Pennsylvania	WILLIAM PENN SD	4201	2.7179762995
4226400	42	Pennsylvania	WILLIAMS VALLEY SD	4217	61.037186273
4226430	42	Pennsylvania	WILLIAMSBURG COMMUNITY SD	4209	63.88518248
4226460	42	Pennsylvania	WILLIAMSPORT AREA SD	4205	22.519603566
4226460	42	Pennsylvania	WILLIAMSPORT AREA SD	4210	78.009512399
4226520	42	Pennsylvania	WILMINGTON AREA SD	4203	13.085869896
4226520	42	Pennsylvania	WILMINGTON AREA SD	4204	85.625454635
4226550	42	Pennsylvania	WILSON AREA SD	4208	0.0164518137
4226550	42	Pennsylvania	WILSON AREA SD	4215	20.45466311
4226580	42	Pennsylvania	WILSON  SD	4216	16.777529471
4226580	42	Pennsylvania	WILSON  SD	4206	19.442933326
4226610	42	Pennsylvania	WINDBER AREA SD	4212	22.631862773
4226610	42	Pennsylvania	WINDBER AREA SD	4209	36.275404365
4226700	42	Pennsylvania	WYALUSING AREA SD	4210	272.04220792
4226730	42	Pennsylvania	WYOMING AREA SD	4211	5.4603836002
4226730	42	Pennsylvania	WYOMING AREA SD	4210	21.138029597
4226760	42	Pennsylvania	WYOMISSING AREA SD	4206	3.5418534758
4226810	42	Pennsylvania	YORK CO SCHOOL OF TECHNOLOGY	N	-2
4226820	42	Pennsylvania	YORK CITY SD	4219	5.2176021665
4226830	42	Pennsylvania	YORK COUNTY HS	N	-2
4226850	42	Pennsylvania	YORK SUBURBAN SD	4219	10.244474878
4280010	42	Pennsylvania	A W BEATTIE CAREER CENTER	N	-2
4280020	42	Pennsylvania	FORBES ROAD CTC	N	-2
4280030	42	Pennsylvania	MCKEESPORT AREA TECH CTR	N	-2
4280040	42	Pennsylvania	PARKWAY WEST CTC	N	-2
4280050	42	Pennsylvania	STEEL CENTER AVTS	N	-2
4280060	42	Pennsylvania	BERKS CTC	N	-2
4280070	42	Pennsylvania	READING-MUHLENBERG CTC	N	-2
4280080	42	Pennsylvania	GREATER ALTOONA CTC	N	-2
4280090	42	Pennsylvania	BUCKS COUNTY TECHNICAL HIGH SCHOOL	N	-2
4280100	42	Pennsylvania	MIDDLE BUCKS INSTITUTE OF TECHNOLOGY	N	-2
4280110	42	Pennsylvania	UPPER BUCKS COUNTY AVTS	N	-2
4280120	42	Pennsylvania	ADMIRAL PEARY AVTS	N	-2
4280130	42	Pennsylvania	CARBON CAREER & TECHNICAL INSTITUTE	N	-2
4280150	42	Pennsylvania	CLARION COUNTY CAREER CENTER	N	-2
4280160	42	Pennsylvania	CLEARFIELD COUNTY CTC	N	-2
4280170	42	Pennsylvania	CRAWFORD COUNTY AVTS	N	-2
4280180	42	Pennsylvania	CUMBERLAND-PERRY AVTS	N	-2
4280200	42	Pennsylvania	DELAWARE COUNTY AVTS	N	-2
4280210	42	Pennsylvania	ERIE COUNTY TECHNICAL SCHOOL	N	-2
4280220	42	Pennsylvania	CONNELLSVILLE AREA CAREER & TECHNICAL CENTER	N	-2
4280230	42	Pennsylvania	FRANKLIN COUNTY CTC	N	-2
4280240	42	Pennsylvania	GREENE COUNTY CTC	N	-2
4280250	42	Pennsylvania	HUNTINGDON CO CTC	N	-2
4280260	42	Pennsylvania	CTC OF LACKAWANNA COUNTY	N	-2
4280270	42	Pennsylvania	LANCASTER COUNTY CTC	N	-2
4280280	42	Pennsylvania	LEBANON COUNTY CTC	N	-2
4280290	42	Pennsylvania	LEHIGH CAREER & TECHNICAL INSTITUTE	N	-2
4280300	42	Pennsylvania	WILKES-BARRE AVTS	N	-2
4280310	42	Pennsylvania	MERCER COUNTY CAREER CENTER	N	-2
4280320	42	Pennsylvania	MONROE CAREER & TECH INST	N	-2
4280330	42	Pennsylvania	CENTER FOR TECHNICAL STUDIES OF MONTGOMERY COUNTY	N	-2
4280340	42	Pennsylvania	EASTERN CENTER FOR ARTS & TECHNOLOGY	N	-2
4280360	42	Pennsylvania	WESTERN CENTER FOR TECHNICAL STUDIES	N	-2
4280370	42	Pennsylvania	BETHLEHEM AVTS	N	-2
4280380	42	Pennsylvania	CAREER INSTITUTE OF TECHNOLOGY	N	-2
4280400	42	Pennsylvania	SOMERSET COUNTY TECHNOLOGY CENTER	N	-2
4280420	42	Pennsylvania	SUN AREA CTC	N	-2
4280430	42	Pennsylvania	VENANGO TECHNOLOGY CENTER	N	-2
4280440	42	Pennsylvania	WARREN COUNTY AVTS	N	-2
4280450	42	Pennsylvania	MON VALLEY CTC	N	-2
4280460	42	Pennsylvania	WESTERN AREA CTC	N	-2
4280470	42	Pennsylvania	CENTRAL WESTMORELAND CTC	N	-2
4280480	42	Pennsylvania	EASTERN WESTMORELAND CTC	N	-2
4280490	42	Pennsylvania	NORTHERN WESTMORELAND CTC	N	-2
4280491	42	Pennsylvania	NORTHUMBERLAND COUNTY AVTS	N	-2
4280500	42	Pennsylvania	BEAVER COUNTY AVTS	N	-2
4280510	42	Pennsylvania	NORTHERN TIER CAREER CENTER	N	-2
4280520	42	Pennsylvania	BUTLER COUNTY AVTS	N	-2
4280530	42	Pennsylvania	CENTRAL PA INSTITUTE OF SCIENCE & TECHNOLOGY	N	-2
4280560	42	Pennsylvania	FAYETTE COUNTY AVTS	N	-2
4280570	42	Pennsylvania	HAZLETON AREA CAREER CENTER	N	-2
4280580	42	Pennsylvania	MIFFLIN-JUNIATA CTC	N	-2
4280590	42	Pennsylvania	NORTH MONTCO TECH CAREER CENTER	N	-2
4280620	42	Pennsylvania	SCHUYLKILL TECHNOLOGY CENTERS	N	-2
4280630	42	Pennsylvania	SENECA HIGHLANDS AVTS	N	-2
4280660	42	Pennsylvania	INDIANA COUNTY TECHNOLOGY CENTER	N	-2
4280670	42	Pennsylvania	KEYSTONE CENTRAL CTC	N	-2
4289110	42	Pennsylvania	INTERMEDIATE UNIT 1	N	-2
4289130	42	Pennsylvania	ALLEGHENY IU 3	N	-2
4289140	42	Pennsylvania	MIDWESTERN IU 4	N	-2
4289150	42	Pennsylvania	NORTHWEST TRI-COUNTY IU 5	N	-2
4289160	42	Pennsylvania	RIVERVIEW IU 6	N	-2
4289170	42	Pennsylvania	WESTMORELAND IU 7	N	-2
4289180	42	Pennsylvania	APPALACHIA IU 8	N	-2
4289190	42	Pennsylvania	SENECA HIGHLANDS IU 9	N	-2
4289200	42	Pennsylvania	CENTRAL IU 10	N	-2
4289210	42	Pennsylvania	TUSCARORA IU 11	N	-2
4289220	42	Pennsylvania	LINCOLN IU 12	N	-2
4289230	42	Pennsylvania	LANCASTER-LEBANON IU 13	N	-2
4289240	42	Pennsylvania	BERKS COUNTY IU 14	N	-2
4289250	42	Pennsylvania	CAPITAL AREA IU 15	N	-2
4289260	42	Pennsylvania	CENTRAL SUSQUEHANNA IU 16	N	-2
4289270	42	Pennsylvania	BLAST IU 17	N	-2
4289280	42	Pennsylvania	LUZERNE IU 18	N	-2
4289290	42	Pennsylvania	NORTHEASTERN EDUCATIONAL IU 19	N	-2
4289300	42	Pennsylvania	COLONIAL IU 20	N	-2
4289310	42	Pennsylvania	CARBON-LEHIGH IU 21	N	-2
4289320	42	Pennsylvania	BUCKS COUNTY IU 22	N	-2
4289330	42	Pennsylvania	MONTGOMERY COUNTY IU 23	N	-2
4289340	42	Pennsylvania	CHESTER COUNTY IU 24	N	-2
4289350	42	Pennsylvania	DELAWARE COUNTY IU 25	N	-2
4289370	42	Pennsylvania	BEAVER VALLEY IU 27	N	-2
4289380	42	Pennsylvania	ARIN IU 28	N	-2
4289390	42	Pennsylvania	SCHUYLKILL IU 29	N	-2
4289392	42	Pennsylvania	NEW CASTLE YOUTH DEV CTR	N	-2
4289393	42	Pennsylvania	LYCOMING CTC	N	-2
4400001	44	Rhode Island	R.I. SCH FOR THE DEAF	N	-2
4400002	44	Rhode Island	RHODE ISLAND DEPARTMENT OF EDUCATION	N	-2
4400003	44	Rhode Island	MET CAREER AND TECH	N	-2
4400004	44	Rhode Island	DAVIES CAREER AND TECH	N	-2
4400005	44	Rhode Island	URBAN COLLABORATIVE	N	-2
4400006	44	Rhode Island	LEARNING COMMUNITY	N	-2
4400008	44	Rhode Island	BEACON CHARTER SCHOOL	N	-2
4400009	44	Rhode Island	DCYF	N	-2
4400010	44	Rhode Island	BOARD OF REGENTS	N	-2
4400011	44	Rhode Island	DEPT OF CORRECTIONS	N	-2
4400030	44	Rhode Island	BARRINGTON	4401	8.2152708816
4400031	44	Rhode Island	CVS HIGHLANDER	N	-2
4400032	44	Rhode Island	PAUL CUFFEE CHARTER SCH	N	-2
4400033	44	Rhode Island	KINGSTON HILL ACADEMY	N	-2
4400034	44	Rhode Island	INTERNATIONAL CHARTER	N	-2
4400035	44	Rhode Island	THE COMPASS SCHOOL	N	-2
4400036	44	Rhode Island	BLACKSTONE ACADEMY	N	-2
4400065	44	Rhode Island	BRISTOL WARREN	4401	15.949004783
4400090	44	Rhode Island	BURRILLVILLE	4401	55.042982439
4400120	44	Rhode Island	CENTRAL FALLS	4401	1.1953472371
4400150	44	Rhode Island	CHARIHO	4402	119.7505224
4400210	44	Rhode Island	COVENTRY	4402	58.984901861
4400240	44	Rhode Island	CRANSTON	4402	28.336169125
4400270	44	Rhode Island	CUMBERLAND	4401	26.441483127
4400300	44	Rhode Island	EAST GREENWICH	4402	16.39795667
4400330	44	Rhode Island	EAST PROVIDENCE	4401	13.240854398
4400360	44	Rhode Island	EXETER-WEST GREENWICH	4402	107.75344712
4400390	44	Rhode Island	FOSTER	4402	50.803631137
4400420	44	Rhode Island	FOSTER-GLOCESTER	4402	104.96696741
4400450	44	Rhode Island	GLOCESTER	4402	54.163336278
4400510	44	Rhode Island	JAMESTOWN	4401	9.4476877885
4400540	44	Rhode Island	JOHNSTON	4402	23.415205013
4400570	44	Rhode Island	LINCOLN	4401	18.115712891
4400600	44	Rhode Island	LITTLE COMPTON	4401	20.521978094
4400630	44	Rhode Island	MIDDLETOWN	4401	12.716380539
4400660	44	Rhode Island	NARRAGANSETT	4402	13.888367823
4400690	44	Rhode Island	NEW SHOREHAM	4402	9.0816459381
4400720	44	Rhode Island	NEWPORT	4401	7.6736676
4400750	44	Rhode Island	NORTH KINGSTOWN	4402	43.135069352
4400780	44	Rhode Island	NORTH PROVIDENCE	4401	5.6371543034
4400810	44	Rhode Island	NORTH SMITHFIELD	4401	23.78778087
4400840	44	Rhode Island	PAWTUCKET	4401	8.6816896449
4400870	44	Rhode Island	PORTSMOUTH	4401	22.980905317
4400900	44	Rhode Island	PROVIDENCE	4401	7.9707581657
4400900	44	Rhode Island	PROVIDENCE	4402	10.435868815
4400960	44	Rhode Island	SCITUATE	4402	48.173722813
4400990	44	Rhode Island	SMITHFIELD	4401	26.308563592
4401020	44	Rhode Island	SOUTH KINGSTOWN	4402	56.410813872
4401050	44	Rhode Island	TIVERTON	4401	29.045332642
4401110	44	Rhode Island	WARWICK	4402	35.044111015
4401140	44	Rhode Island	WEST WARWICK	4402	7.8127524143
4401170	44	Rhode Island	WESTERLY	4402	29.492378729
4401200	44	Rhode Island	WOONSOCKET	4401	7.7558621893
4500001	45	South Carolina	PALMETTO UNIFIED	N	-2
4500002	45	South Carolina	DORCHESTER 04	4501	3.8745044379
4500002	45	South Carolina	DORCHESTER 04	4506	337.53155227
4500003	45	South Carolina	FELTON LABORATORY	N	-2
4500004	45	South Carolina	DEAF & BLIND SCHOOL	N	-2
4500007	45	South Carolina	GREENWOOD 80	N	-2
4500008	45	South Carolina	ORANGEBURG 80	N	-2
4500010	45	South Carolina	SPARTANBURG 81	N	-2
4500011	45	South Carolina	SPARTANBURG 82	N	-2
4500012	45	South Carolina	MARION 07	4506	232.66916681
4500690	45	South Carolina	ABBEVILLE 60	4503	495.78851099
4500720	45	South Carolina	AIKEN 01	4502	477.73864358
4500720	45	South Carolina	AIKEN 01	4503	554.36656039
4500750	45	South Carolina	ALLENDALE 01	4502	408.09014327
4500760	45	South Carolina	ANDERSON 80	N	-2
4500780	45	South Carolina	ANDERSON 01	4503	156.31946248
4500810	45	South Carolina	ANDERSON 02	4504	7.224133857
4500810	45	South Carolina	ANDERSON 02	4503	145.81824896
4500840	45	South Carolina	ANDERSON 03	4503	159.59941629
4500870	45	South Carolina	ANDERSON 04	4503	144.00669849
4500900	45	South Carolina	ANDERSON 05	4503	109.62984269
4500930	45	South Carolina	BAMBERG 01	4506	242.73310571
4500960	45	South Carolina	BAMBERG 02	4506	150.63687708
4500980	45	South Carolina	BARNWELL 80	N	-2
4501020	45	South Carolina	BARNWELL 19	4502	90.774194321
4501050	45	South Carolina	BARNWELL 29	4502	89.857230613
4501080	45	South Carolina	BARNWELL 45	4502	183.49613473
4501100	45	South Carolina	BEAUFORT 80	N	-2
4501110	45	South Carolina	BEAUFORT 01	4502	566.45261522
4501170	45	South Carolina	BERKELEY 01	4501	312.14369063
4501170	45	South Carolina	BERKELEY 01	4506	785.52702754
4501250	45	South Carolina	CALHOUN 01	4502	161.7376177
4501250	45	South Carolina	CALHOUN 01	4506	219.35923294
4501440	45	South Carolina	CHARLESTON 01	4506	254.9354441
4501440	45	South Carolina	CHARLESTON 01	4501	659.70817741
4501500	45	South Carolina	CHEROKEE 01	4505	379.1034167
4501530	45	South Carolina	CHESTER 01	4505	580.65035784
4501560	45	South Carolina	CHESTERFIELD 01	4505	798.89366553
4501600	45	South Carolina	CLARENDON 80	N	-2
4501740	45	South Carolina	CLARENDON 01	4506	179.14363503
4501770	45	South Carolina	CLARENDON 02	4506	305.09527728
4501800	45	South Carolina	CLARENDON 03	4506	122.62110519
4501830	45	South Carolina	COLLETON 01	4506	1056.4769447
4501860	45	South Carolina	DARLINGTON 01	4505	561.14727983
4501870	45	South Carolina	DILLON 80	N	-2
4501890	45	South Carolina	DILLON 01	4505	110.2699526
4501920	45	South Carolina	DILLON 02	4505	144.42053052
4501950	45	South Carolina	DILLON 03	4505	150.182002
4501990	45	South Carolina	DORCHESTER 80	N	-2
4502010	45	South Carolina	DORCHESTER 02	4501	114.85371863
4502010	45	South Carolina	DORCHESTER 02	4506	117.96909484
4502070	45	South Carolina	EDGEFIELD 01	4503	500.39216282
4502100	45	South Carolina	FAIRFIELD 01	4505	686.28195768
4502130	45	South Carolina	FLORENCE 01	4505	68.704674693
4502130	45	South Carolina	FLORENCE 01	4506	225.05263538
4502160	45	South Carolina	FLORENCE 02	4506	150.95762915
4502190	45	South Carolina	FLORENCE 03	4506	191.54496044
4502220	45	South Carolina	FLORENCE 04	4506	81.549826486
4502250	45	South Carolina	FLORENCE 05	4506	82.157661348
4502280	45	South Carolina	GEORGETOWN 01	4506	399.10674721
4502280	45	South Carolina	GEORGETOWN 01	4501	414.64117208
4502310	45	South Carolina	GREENVILLE 01	4503	9.8463212957
4502310	45	South Carolina	GREENVILLE 01	4504	791.08880427
4502340	45	South Carolina	GREENWOOD 50	4503	319.4444314
4502370	45	South Carolina	GREENWOOD 51	4503	86.98150725
4502400	45	South Carolina	GREENWOOD 52	4503	101.58617106
4502430	45	South Carolina	HAMPTON 01	4502	306.57158489
4502460	45	South Carolina	HAMPTON 02	4502	253.32232659
4502490	45	South Carolina	HORRY 01	4501	1133.7004009
4502520	45	South Carolina	JASPER 01	4502	655.35533524
4502550	45	South Carolina	KERSHAW 01	4505	726.55379523
4502580	45	South Carolina	LANCASTER 01	4505	549.13451645
4502610	45	South Carolina	LAURENS 55	4504	13.440064587
4502610	45	South Carolina	LAURENS 55	4503	335.65185669
4502640	45	South Carolina	LAURENS 56	4503	287.92780275
4502670	45	South Carolina	LEE 01	4506	94.625048842
4502670	45	South Carolina	LEE 01	4505	315.56774163
4502700	45	South Carolina	LEXINGTON 01	4502	335.63912497
4502730	45	South Carolina	LEXINGTON 02	4502	92.248386093
4502760	45	South Carolina	LEXINGTON 03	4503	45.257992701
4502760	45	South Carolina	LEXINGTON 03	4502	92.168352131
4502790	45	South Carolina	LEXINGTON 04	4502	117.76844642
4502820	45	South Carolina	LEXINGTON 05	4502	130.20596234
4502840	45	South Carolina	MARION 80	N	-2
4502850	45	South Carolina	MARION 01	4506	170.06269797
4502880	45	South Carolina	MARION 02	4506	86.517672669
4502970	45	South Carolina	MARLBORO 01	4505	479.6741178
4503000	45	South Carolina	MCCORMICK 01	4503	359.07996446
4503030	45	South Carolina	NEWBERRY 01	4505	629.9732076
4503060	45	South Carolina	OCONEE 01	4503	626.35626343
4503150	45	South Carolina	ORANGEBURG 03	4506	273.72492151
4503180	45	South Carolina	ORANGEBURG 04	4502	131.83973941
4503180	45	South Carolina	ORANGEBURG 04	4506	285.19523527
4503210	45	South Carolina	ORANGEBURG 05	4502	163.73717021
4503210	45	South Carolina	ORANGEBURG 05	4506	251.57112736
4503330	45	South Carolina	PICKENS 01	4503	496.40049838
4503360	45	South Carolina	RICHLAND 01	4502	84.547644236
4503360	45	South Carolina	RICHLAND 01	4506	364.52553101
4503390	45	South Carolina	RICHLAND 02	4506	19.03753029
4503390	45	South Carolina	RICHLAND 02	4502	138.10678544
4503420	45	South Carolina	DEPT OF JUVENILE JUSTICE	N	-2
4503460	45	South Carolina	SALUDA 01	4503	333.06276091
4503470	45	South Carolina	SPARTANBURG 80	N	-2
4503480	45	South Carolina	SPARTANBURG 01	4504	138.24474206
4503510	45	South Carolina	SPARTANBURG 02	4505	13.555409909
4503510	45	South Carolina	SPARTANBURG 02	4504	133.20715424
4503540	45	South Carolina	SPARTANBURG 03	4504	79.790512543
4503570	45	South Carolina	SPARTANBURG 04	4504	161.72629757
4503600	45	South Carolina	SPARTANBURG 05	4504	104.48012307
4503630	45	South Carolina	SPARTANBURG 06	4504	150.31615397
4503660	45	South Carolina	SPARTANBURG 07	4504	48.588705816
4503690	45	South Carolina	SUMTER 17	4505	14.036153449
4503690	45	South Carolina	SUMTER 17	4506	35.96560486
4503710	45	South Carolina	SUMTER 80	N	-2
4503720	45	South Carolina	SUMTER 02	4505	143.93812211
4503720	45	South Carolina	SUMTER 02	4506	471.12630638
4503750	45	South Carolina	UNION 01	4504	514.15932197
4503780	45	South Carolina	WILLIAMSBURG 01	4506	934.15800228
4503810	45	South Carolina	YORK 01	4505	309.63150254
4503840	45	South Carolina	YORK 02	4505	133.48178756
4503870	45	South Carolina	YORK 03	4505	183.64358445
4503900	45	South Carolina	YORK 04	4505	53.817958616
4503901	45	South Carolina	SC PUBLIC CHARTER DISTRICT	N	-2
4600002	46	South Dakota	MILBANK SCHOOL DISTRICT 25-4	4600	294.67518653
4600003	46	South Dakota	WILMOT SCHOOL DISTRICT 54-7	4600	220.12829828
4600024	46	South Dakota	THREE-RIVERS SPECIAL SERV COOPERATIVE	N	-2
4600025	46	South Dakota	HOWARD SCHOOL DISTRICT 48-3	4600	437.9328298
4600027	46	South Dakota	EAST DAKOTA EDUCATIONAL COOPERATIVE	N	-2
4600028	46	South Dakota	ALCESTER-HUDSON SCHOOL DISTRICT 61-1	4600	173.33967455
4600029	46	South Dakota	SD SCH FOR THE BLIND & VISUALLY IMPAIRED	N	-2
4600031	46	South Dakota	SD SCHOOL FOR THE DEAF	N	-2
4600032	46	South Dakota	NORTH CENTRAL SP ED COOPERATIVE	N	-2
4600035	46	South Dakota	SD STATE TREATMENT AND REHABILITATION	N	-2
4600036	46	South Dakota	DEUEL SCHOOL DISTRICT 19-4	4600	396.56529335
4600039	46	South Dakota	JAMES VALLEY EDUCATION COOPERATIVE	N	-2
4600041	46	South Dakota	BRITTON-HECLA SCHOOL DISTRICT 45-4	4600	633.53899284
4600042	46	South Dakota	AGAR-BLUNT-ONIDA SCHOOL DISTRICT 58-3	4600	1106.5322001
4600045	46	South Dakota	GROTON AREA SCHOOL DISTRICT 06-6	4600	771.92096102
4600046	46	South Dakota	HITCHCOCK TULARE SCHOOL DISTRICT 56-6	4600	479.43020508
4600050	46	South Dakota	PRAIRIE LAKES EDUCATIONAL COOPERATIVE	N	-2
4600052	46	South Dakota	TEA AREA SCHOOL DISTRICT 41-5	4600	21.830585702
4600053	46	South Dakota	SISSETON SCHOOL DISTRICT 54-2	4600	818.68075837
4601026	46	South Dakota	MCCOOK CENTRAL SCHOOL DISTRICT 43-7	4600	221.38319483
4601027	46	South Dakota	OLDHAM - RAMONA SCHOOL DISTRICT 39-5	4600	191.56268523
4601028	46	South Dakota	SELBY AREA SCHOOL DISTRICT 62-5	4600	638.21718363
4602070	46	South Dakota	ABERDEEN SCHOOL DISTRICT 06-1	4600	419.91439188
4602640	46	South Dakota	HANSON SCHOOL DISTRICT 30-1	4600	256.53827354
4603720	46	South Dakota	ARLINGTON SCHOOL DISTRICT 38-1	4600	219.9258819
4603780	46	South Dakota	ARMOUR SCHOOL DISTRICT 21-1	4600	129.25311198
4603932	46	South Dakota	SANBORN CENTRAL SCHOOL DISTRICT 55-5	4600	379.55613385
4604270	46	South Dakota	AVON SCHOOL DISTRICT 04-1	4600	179.1194577
4604680	46	South Dakota	BALTIC SCHOOL DISTRICT 49-1	4600	53.802167423
4605610	46	South Dakota	BELLE FOURCHE SCHOOL DISTRICT 09-1	4600	942.40187677
4606240	46	South Dakota	BENNETT COUNTY SCHOOL DISTRICT 03-1	4600	1184.7095855
4606360	46	South Dakota	BERESFORD SCHOOL DISTRICT 61-2	4600	204.47903581
4606960	46	South Dakota	BIG STONE CITY SCHOOL DISTRICT 25-1	4600	16.19866038
4607050	46	South Dakota	BISON SCHOOL DISTRICT 52-1	4600	1323.0465998
4607400	46	South Dakota	BON HOMME SCHOOL DISTRICT 04-2	4600	299.05110989
4607670	46	South Dakota	BONESTEEL-FAIRFAX SCHOOL DISTRICT 26-5	4600	296.39256784
4607800	46	South Dakota	BOWDLE SCHOOL DISTRICT 22-1	4600	268.11009472
4607950	46	South Dakota	BRANDON VALLEY SCHOOL DISTRICT 49-2	4600	126.83015095
