leaid	FIPST	STNAME	LEANAME07	nectaID07	nectaNAME07	nectaAREA07
4810650	48	Texas	BLUM ISD	O	O	100.37151446
4810710	48	Texas	BOERNE ISD	O	O	306.49138876
4810740	48	Texas	BOLES ISD	O	O	7.8264578832
4810780	48	Texas	BOLING ISD	O	O	143.61381018
4810800	48	Texas	BONHAM ISD	O	O	225.57211732
4810830	48	Texas	BOOKER ISD	O	O	301.24066096
4810860	48	Texas	BORDEN COUNTY ISD	O	O	899.74574708
4810890	48	Texas	BORGER ISD	O	O	49.363527939
4810910	48	Texas	BOSQUEVILLE ISD	O	O	22.84219618
4810950	48	Texas	BOVINA ISD	O	O	213.37189863
4810990	48	Texas	BOWIE ISD	O	O	281.59595411
4811010	48	Texas	BOYD ISD	O	O	67.910842058
4811040	48	Texas	BOYS RANCH ISD	O	O	0.4800605254
4811070	48	Texas	BRACKETT ISD	O	O	1360.0504446
4811110	48	Texas	BRADY ISD	O	O	694.54388901
4811190	48	Texas	BRAZOSPORT ISD	O	O	180.48574434
4811220	48	Texas	BRECKENRIDGE ISD	O	O	783.22239292
4811250	48	Texas	BREMOND ISD	O	O	181.52568236
4811280	48	Texas	BRENHAM ISD	O	O	454.52735032
4811310	48	Texas	BRIDGE CITY ISD	O	O	43.230358596
4811340	48	Texas	BRIDGEPORT ISD	O	O	132.46326469
4811400	48	Texas	FORT ELLIOTT CISD	O	O	492.32351192
4811430	48	Texas	BROADDUS ISD	O	O	232.14386167
4811460	48	Texas	BROCK ISD	O	O	88.629925698
4811490	48	Texas	BRONTE ISD	O	O	326.66375327
4811520	48	Texas	BROOKELAND ISD	O	O	126.70336465
4811550	48	Texas	BROOKESMITH ISD	O	O	157.50379075
4811580	48	Texas	BROOKS COUNTY ISD	O	O	943.36037928
4811610	48	Texas	BROWNFIELD ISD	O	O	383.65524551
4811640	48	Texas	BROWNSBORO ISD	O	O	170.5173885
4811680	48	Texas	BROWNSVILLE ISD	O	O	96.715829571
4811700	48	Texas	BROWNWOOD ISD	O	O	139.45198395
4811730	48	Texas	BRUCEVILLE-EDDY ISD	O	O	70.11784765
4811790	48	Texas	BRYAN ISD	O	O	404.52299316
4811820	48	Texas	BRYSON ISD	O	O	181.64387711
4811850	48	Texas	BUCKHOLTS ISD	O	O	46.216411041
4811910	48	Texas	BUENA VISTA ISD	O	O	874.94149046
4811990	48	Texas	BUFFALO ISD	O	O	170.03791948
4812060	48	Texas	BULLARD ISD	O	O	78.84252012
4812090	48	Texas	BUNA ISD	O	O	219.08849964
4812120	48	Texas	BURKBURNETT ISD	O	O	179.01076723
4812150	48	Texas	BURKEVILLE ISD	O	O	324.79521913
4812180	48	Texas	BURLESON ISD	O	O	50.331571034
4812220	48	Texas	BURNET CISD	O	O	671.53199243
4812240	48	Texas	BURTON ISD	O	O	151.18610395
4812330	48	Texas	BYERS ISD	O	O	70.391985986
4812360	48	Texas	BYNUM ISD	O	O	84.263832497
4812390	48	Texas	CADDO MILLS ISD	O	O	68.82079917
4812420	48	Texas	CALALLEN ISD	O	O	30.054011447
4812460	48	Texas	CALDWELL ISD	O	O	381.61049742
4812480	48	Texas	CALHOUN COUNTY ISD	O	O	506.93588156
4812510	48	Texas	CALLISBURG ISD	O	O	131.5824776
4812540	48	Texas	CALVERT ISD	O	O	118.40220418
4812640	48	Texas	CAMERON ISD	O	O	315.21689637
4812660	48	Texas	CAMPBELL ISD	O	O	46.661593027
4812700	48	Texas	CANADIAN ISD	O	O	720.44877582
4812750	48	Texas	CANTON ISD	O	O	160.70879363
4812780	48	Texas	CANUTILLO ISD	O	O	69.876912171
4812810	48	Texas	CANYON ISD	O	O	704.84168807
4812870	48	Texas	CARLISLE ISD	O	O	76.566657452
4812990	48	Texas	CARRIZO SPRINGS CISD	O	O	1328.8413722
4813020	48	Texas	CARROLL ISD	O	O	19.920200789
4813050	48	Texas	CARROLLTON-FARMERS BRANCH ISD	O	O	47.093876883
4813110	48	Texas	CARTHAGE ISD	O	O	519.95012371
4813170	48	Texas	CASTLEBERRY ISD	O	O	5.4371777012
4813200	48	Texas	CAYUGA ISD	O	O	228.87930253
4813230	48	Texas	CEDAR HILL ISD	O	O	36.209971243
4813260	48	Texas	CELESTE ISD	O	O	70.493812713
4813290	48	Texas	CELINA ISD	O	O	94.415725478
4813320	48	Texas	CENTER ISD	O	O	202.47741302
4813350	48	Texas	CENTER POINT ISD	O	O	95.595407778
4813380	48	Texas	CENTERVILLE ISD	O	O	105.87490328
4813410	48	Texas	CENTERVILLE ISD	O	O	355.27777542
4813440	48	Texas	CENTRAL HEIGHTS ISD	O	O	69.867707495
4813500	48	Texas	CENTRAL ISD	O	O	93.420567586
4813530	48	Texas	LUMBERTON ISD	O	O	57.686401636
4813590	48	Texas	CHANNELVIEW ISD	O	O	16.426187689
4813620	48	Texas	CHANNING ISD	O	O	1352.7173037
4813650	48	Texas	CHAPEL HILL ISD	O	O	130.82843859
4813680	48	Texas	CHAPEL HILL ISD	O	O	51.755757942
4813710	48	Texas	CHARLOTTE ISD	O	O	245.36085225
4813740	48	Texas	CHEROKEE ISD	O	O	240.83017914
4813770	48	Texas	CHESTER ISD	O	O	182.17967187
4813800	48	Texas	CHICO ISD	O	O	112.6108314
4813860	48	Texas	CHILDRESS ISD	O	O	634.21128824
4813890	48	Texas	CHILLICOTHE ISD	O	O	262.77285841
4813920	48	Texas	CHILTON ISD	O	O	87.664642076
4813960	48	Texas	CHINA SPRING ISD	O	O	70.825873711
4813980	48	Texas	CHIRENO ISD	O	O	98.846387319
4814010	48	Texas	CHRISTOVAL ISD	O	O	311.99530345
4814070	48	Texas	CISCO ISD	O	O	218.68089119
4814130	48	Texas	CITY VIEW ISD	O	O	14.206023734
4814160	48	Texas	CLARENDON ISD	O	O	868.59279348
4814190	48	Texas	CLARKSVILLE ISD	O	O	467.13900682
4814250	48	Texas	CLAUDE ISD	O	O	819.21051487
4814280	48	Texas	CLEAR CREEK ISD	O	O	99.245530481
4814310	48	Texas	CLEBURNE ISD	O	O	191.36422447
4814370	48	Texas	CLEVELAND ISD	O	O	143.61966117
4814400	48	Texas	CLIFTON ISD	O	O	217.9198255
4814430	48	Texas	CLINT ISD	O	O	377.09554523
4814450	48	Texas	CLYDE CISD	O	O	338.30366704
4814490	48	Texas	COAHOMA ISD	O	O	302.79258051
4814520	48	Texas	COLDSPRING-OAKHURST CISD	O	O	354.29924077
4814550	48	Texas	COLEMAN ISD	O	O	256.12613688
4814580	48	Texas	COLLINSVILLE ISD	O	O	51.812210327
4814600	48	Texas	COLMESNEIL ISD	O	O	213.13535468
4814640	48	Texas	COLORADO ISD	O	O	430.5395554
4814670	48	Texas	COLUMBIA-BRAZORIA ISD	O	O	234.6599741
4814700	48	Texas	COLUMBUS ISD	O	O	395.67269964
4814730	48	Texas	COMAL ISD	O	O	572.36084955
4814760	48	Texas	COMANCHE ISD	O	O	327.38340178
4814790	48	Texas	COMFORT ISD	O	O	380.9347746
4814820	48	Texas	COMMERCE ISD	O	O	114.62065847
4814850	48	Texas	COMMUNITY ISD	O	O	66.603086964
4814880	48	Texas	COMO-PICKTON CISD	O	O	121.07933473
4814920	48	Texas	COMSTOCK ISD	O	O	2246.9830814
4814970	48	Texas	CONNALLY ISD	O	O	32.332866793
4815000	48	Texas	CONROE ISD	O	O	343.77694839
4815120	48	Texas	COOLIDGE ISD	O	O	140.41157527
4815150	48	Texas	COOPER ISD	O	O	212.20508435
4815180	48	Texas	LUBBOCK-COOPER ISD	O	O	116.79328746
4815210	48	Texas	COPPELL ISD	O	O	23.159996108
4815240	48	Texas	COPPERAS COVE ISD	O	O	66.23897215
4815270	48	Texas	CORPUS CHRISTI ISD	O	O	72.126737653
4815300	48	Texas	CORRIGAN-CAMDEN ISD	O	O	274.40267522
4815330	48	Texas	CORSICANA ISD	O	O	217.04602956
4815360	48	Texas	COTTON CENTER ISD	O	O	131.82941195
4815400	48	Texas	COTULLA ISD	O	O	1386.011546
4815420	48	Texas	COUPLAND ISD	O	O	42.031395512
4815480	48	Texas	COVINGTON ISD	O	O	42.268677307
4815510	48	Texas	CRANDALL ISD	O	O	82.577437811
4815540	48	Texas	CRANE ISD	O	O	785.06747251
4815570	48	Texas	CRANFILLS GAP ISD	O	O	145.95524612
4815600	48	Texas	CRAWFORD ISD	O	O	114.04701798
4815690	48	Texas	CROCKETT COUNTY CONSOLIDATED CSD	O	O	2807.3115084
4815720	48	Texas	CROCKETT ISD	O	O	228.0829973
4815750	48	Texas	CROSBY ISD	O	O	76.515906637
4815810	48	Texas	CROSS PLAINS ISD	O	O	351.57193354
4815840	48	Texas	CROSS ROADS ISD	O	O	109.43311398
4815870	48	Texas	CROWELL ISD	O	O	881.48678681
4815910	48	Texas	CROWLEY ISD	O	O	55.792611394
4815930	48	Texas	CRYSTAL CITY ISD	O	O	642.35580937
4815960	48	Texas	CUERO ISD	O	O	269.16146909
4815990	48	Texas	CULBERSON COUNTY-ALLAMOORE ISD	O	O	4860.7991303
4816020	48	Texas	CUMBY ISD	O	O	67.881767792
4816080	48	Texas	CUSHING ISD	O	O	150.93712249
4816110	48	Texas	CYPRESS-FAIRBANKS ISD	O	O	186.42986106
4816140	48	Texas	D'HANIS ISD	O	O	379.55720297
4816180	48	Texas	DAINGERFIELD-LONE STAR ISD	O	O	126.26001781
4816200	48	Texas	DALHART ISD	O	O	837.64879953
4816230	48	Texas	DALLAS ISD	O	O	372.35371206
4816260	48	Texas	DAMON ISD	O	O	60.967627263
4816290	48	Texas	DANBURY ISD	O	O	63.848846018
4816320	48	Texas	DARROUZETT ISD	O	O	188.94486422
4816350	48	Texas	DAWSON ISD	O	O	137.98229413
4816380	48	Texas	DAWSON ISD	O	O	163.33357761
4816410	48	Texas	DAYTON ISD	O	O	258.4927351
4816440	48	Texas	DE LEON ISD	O	O	237.32550807
4816500	48	Texas	DECATUR ISD	O	O	213.18588349
4816530	48	Texas	DEER PARK ISD	O	O	32.557377872
4816570	48	Texas	DEKALB ISD	O	O	257.40887873
4816620	48	Texas	DEL VALLE ISD	O	O	168.61989438
4816650	48	Texas	DELL CITY ISD	O	O	617.72207439
4816710	48	Texas	DENISON ISD	O	O	92.892770546
4816740	48	Texas	DENTON ISD	O	O	162.21973036
4816770	48	Texas	DENVER CITY ISD	O	O	156.17165832
4816860	48	Texas	DESOTO ISD	O	O	22.361184685
4816890	48	Texas	DETROIT ISD	O	O	214.91372431
4816920	48	Texas	DEVERS ISD	O	O	153.38235698
4816950	48	Texas	DEVINE ISD	O	O	196.35111205
4816980	48	Texas	DEW ISD	O	O	60.239752462
4817010	48	Texas	DEWEYVILLE ISD	O	O	170.01307612
4817040	48	Texas	DIBOLL ISD	O	O	113.02516228
4817070	48	Texas	DICKINSON ISD	O	O	62.536982797
4817100	48	Texas	DILLEY ISD	O	O	348.06805398
4817130	48	Texas	DIME BOX ISD	O	O	93.627863141
4817160	48	Texas	DIMMITT ISD	O	O	444.54867745
4817190	48	Texas	DIVIDE ISD	O	O	280.640113
4817280	48	Texas	DODD CITY ISD	O	O	45.535470821
4817390	48	Texas	DONNA ISD	O	O	86.815409569
4817400	48	Texas	DOSS CONSOLIDATED CSD	O	O	132.43480703
4817460	48	Texas	DOUGLASS ISD	O	O	86.58264324
4817550	48	Texas	DRISCOLL ISD	O	O	46.545579362
4817580	48	Texas	DUBLIN ISD	O	O	250.99180035
4817610	48	Texas	DUMAS ISD	O	O	750.07861233
4817640	48	Texas	DUNCANVILLE ISD	O	O	29.424118567
4817700	48	Texas	EAGLE MT-SAGINAW ISD	O	O	67.371205581
4817730	48	Texas	EAGLE PASS ISD	O	O	1279.2670244
4817760	48	Texas	EANES ISD	O	O	33.091864904
4817790	48	Texas	EARLY ISD	O	O	83.975987147
4817830	48	Texas	EAST BERNARD ISD	O	O	179.41719962
4817850	48	Texas	EAST CENTRAL ISD	O	O	191.59087687
4817880	48	Texas	EAST CHAMBERS ISD	O	O	147.04901335
4817960	48	Texas	EASTLAND ISD	O	O	255.17397417
4818000	48	Texas	ECTOR COUNTY ISD	O	O	897.7017187
4818030	48	Texas	ECTOR ISD	O	O	28.508597723
4818060	48	Texas	EDCOUCH-ELSA ISD	O	O	28.013044848
4818070	48	Texas	EDEN CISD	O	O	548.84957884
4818120	48	Texas	EDGEWOOD ISD	O	O	74.576464447
4818150	48	Texas	EDGEWOOD ISD	O	O	16.455101722
4818180	48	Texas	EDINBURG CISD	O	O	831.00649964
4818210	48	Texas	EDNA ISD	O	O	374.86188469
4818280	48	Texas	EL CAMPO ISD	O	O	439.79505967
4818300	48	Texas	EL PASO ISD	O	O	208.11354609
4818330	48	Texas	ELECTRA ISD	O	O	214.85855378
4818360	48	Texas	ELGIN ISD	O	O	165.16229457
4818390	48	Texas	ELKHART ISD	O	O	161.32187833
4818480	48	Texas	ELYSIAN FIELDS ISD	O	O	143.51159117
4818540	48	Texas	ENNIS ISD	O	O	251.58003705
4818600	48	Texas	ERA ISD	O	O	150.20527933
4818660	48	Texas	ETOILE ISD	O	O	54.604541025
4818690	48	Texas	EULA ISD	O	O	115.84598114
4818720	48	Texas	EUSTACE ISD	O	O	72.615494358
4818750	48	Texas	EVADALE ISD	O	O	27.077139354
4818780	48	Texas	EVANT ISD	O	O	249.53008392
4818810	48	Texas	EVERMAN ISD	O	O	17.900507261
4818840	48	Texas	EXCELSIOR ISD	O	O	31.745821602
4818890	48	Texas	EZZELL ISD	O	O	166.79514384
4818900	48	Texas	FABENS ISD	O	O	59.112386621
4818940	48	Texas	FAIRFIELD ISD	O	O	437.60968236
4819020	48	Texas	FALLS CITY ISD	O	O	131.79004034
4819050	48	Texas	FANNINDEL ISD	O	O	102.29807744
4819080	48	Texas	FARMERSVILLE ISD	O	O	76.672937867
4819110	48	Texas	FARWELL ISD	O	O	164.85573447
4819140	48	Texas	FAYETTEVILLE ISD	O	O	81.169735535
4819170	48	Texas	FERRIS ISD	O	O	79.206297867
4819280	48	Texas	FLATONIA ISD	O	O	245.4574222
4819320	48	Texas	FLORENCE ISD	O	O	142.68175992
4819350	48	Texas	FLORESVILLE ISD	O	O	279.23921037
4819380	48	Texas	FLOUR BLUFF ISD	O	O	55.476893329
4819440	48	Texas	FLOYDADA ISD	O	O	637.3013512
4819500	48	Texas	FOLLETT ISD	O	O	259.55590103
4819530	48	Texas	FORESTBURG ISD	O	O	120.25553941
4819560	48	Texas	FORNEY ISD	O	O	80.24365943
4819620	48	Texas	FORSAN ISD	O	O	208.49371966
4819650	48	Texas	FORT BEND ISD	O	O	163.80530412
4819700	48	Texas	FORT WORTH ISD	O	O	198.10985456
4819740	48	Texas	FRANKLIN ISD	O	O	398.07583085
4819770	48	Texas	FRANKSTON ISD	O	O	84.538119096
4819820	48	Texas	FREER ISD	O	O	404.30603231
4819830	48	Texas	FRENSHIP ISD	O	O	121.37550135
4819840	48	Texas	FREDERICKSBURG ISD	O	O	758.17084519
4819950	48	Texas	FRIENDSWOOD ISD	O	O	16.338309676
4819980	48	Texas	FRIONA ISD	O	O	345.74679999
4820010	48	Texas	FRISCO ISD	O	O	74.815392967
4820040	48	Texas	FROST ISD	O	O	81.746558285
4820070	48	Texas	FRUITVALE ISD	O	O	28.888508364
4820100	48	Texas	FT DAVIS ISD	O	O	1365.969696
4820130	48	Texas	FT HANCOCK ISD	O	O	1709.6325585
4820160	48	Texas	FT SAM HOUSTON ISD	O	O	5.3469073988
4820190	48	Texas	FORT STOCKTON ISD	O	O	3002.8799998
4820220	48	Texas	GAINESVILLE ISD	O	O	78.871259635
4820250	48	Texas	GALENA PARK ISD	O	O	31.293358888
4820280	48	Texas	GALVESTON ISD	O	O	66.722441571
4820310	48	Texas	GANADO ISD	O	O	150.21454192
4820340	48	Texas	GARLAND ISD	O	O	84.277687387
4820370	48	Texas	GARNER ISD	O	O	50.786861175
4820400	48	Texas	GARRISON ISD	O	O	107.07432737
4820460	48	Texas	GARY ISD	O	O	64.943193945
4820500	48	Texas	GATESVILLE ISD	O	O	487.57560383
4820520	48	Texas	GAUSE ISD	O	O	76.408543206
4820550	48	Texas	GEORGE WEST ISD	O	O	595.92515178
4820600	48	Texas	GEORGETOWN ISD	O	O	178.17676414
4820610	48	Texas	GHOLSON ISD	O	O	19.803109512
4820640	48	Texas	GIDDINGS ISD	O	O	258.99548955
4820700	48	Texas	GILMER ISD	O	O	211.21378709
4820760	48	Texas	GLADEWATER ISD	O	O	107.57216018
4820790	48	Texas	GLASSCOCK COUNTY ISD	O	O	900.21852186
4820850	48	Texas	GLEN ROSE ISD	O	O	191.81002769
4820960	48	Texas	GODLEY ISD	O	O	123.29889289
4820970	48	Texas	GOLD BURG ISD	O	O	157.07199029
4821000	48	Texas	GOLDTHWAITE ISD	O	O	277.93051512
4821030	48	Texas	GOLIAD ISD	O	O	852.01153442
4821060	48	Texas	GONZALES ISD	O	O	520.05893541
4821090	48	Texas	GOODRICH ISD	O	O	39.96698865
4821150	48	Texas	GOOSE CREEK CISD	O	O	97.616499768
4821180	48	Texas	GORDON ISD	O	O	161.62558244
4821270	48	Texas	GORMAN ISD	O	O	119.51929353
4821300	48	Texas	GRADY ISD	O	O	297.41764981
4821330	48	Texas	GRAFORD ISD	O	O	215.26301898
4821360	48	Texas	GRAHAM ISD	O	O	530.8792311
4821390	48	Texas	GRANBURY ISD	O	O	240.6873333
4821420	48	Texas	GRAND PRAIRIE ISD	O	O	47.754323572
4821450	48	Texas	GRAND SALINE ISD	O	O	103.39882579
4821480	48	Texas	GRANDFALLS-ROYALTY ISD	O	O	182.86593529
4821540	48	Texas	GRANDVIEW ISD	O	O	77.28710133
4821560	48	Texas	GRANDVIEW-HOPKINS ISD	O	O	129.04881528
4821590	48	Texas	GRANGER ISD	O	O	93.809699118
4821600	48	Texas	GRAPE CREEK ISD	O	O	167.7186736
4821630	48	Texas	GRAPELAND ISD	O	O	226.13007512
4821660	48	Texas	GRAPEVINE-COLLEYVILLE ISD	O	O	49.581521999
4821720	48	Texas	GREENVILLE ISD	O	O	132.79440638
4821750	48	Texas	GREENWOOD ISD	O	O	132.96229326
4821780	48	Texas	GREGORY-PORTLAND ISD	O	O	103.22676128
4821810	48	Texas	GROESBECK ISD	O	O	478.55427824
4821840	48	Texas	GROOM ISD	O	O	239.23409105
4821900	48	Texas	GROVETON ISD	O	O	392.02635649
4821930	48	Texas	GRUVER ISD	O	O	526.86271597
4821960	48	Texas	GUNTER ISD	O	O	65.824576793
4821990	48	Texas	GUSTINE ISD	O	O	116.28785809
4822020	48	Texas	GUTHRIE CSD	O	O	868.12108048
4822050	48	Texas	HALE CENTER ISD	O	O	156.74302313
4822120	48	Texas	HALLETTSVILLE ISD	O	O	497.61902333
4822140	48	Texas	HALLSBURG ISD	O	O	29.012899674
4822170	48	Texas	HALLSVILLE ISD	O	O	180.99332584
4822230	48	Texas	HAMILTON ISD	O	O	517.35964337
4822260	48	Texas	HAMLIN ISD	O	O	274.41558494
4822320	48	Texas	HAMSHIRE-FANNETT ISD	O	O	251.88171721
4822350	48	Texas	HAPPY ISD	O	O	401.19432214
4822380	48	Texas	HARDIN ISD	O	O	206.72967674
4822410	48	Texas	HARDIN-JEFFERSON ISD	O	O	297.72717596
4822470	48	Texas	HARLANDALE ISD	O	O	14.44449704
4822500	48	Texas	HARLETON ISD	O	O	94.844218583
4822530	48	Texas	HARLINGEN CISD	O	O	85.851317844
4822560	48	Texas	HARMONY ISD	O	O	111.10138696
4822590	48	Texas	HARPER ISD	O	O	386.68325181
4822620	48	Texas	HARROLD ISD	O	O	201.80951765
4822650	48	Texas	HART ISD	O	O	154.3532109
4822680	48	Texas	HARTLEY ISD	O	O	367.98305436
4822710	48	Texas	HARTS BLUFF ISD	O	O	28.60689509
4822740	48	Texas	HASKELL CISD	O	O	442.24887142
4822770	48	Texas	HAWKINS ISD	O	O	101.66165789
4822800	48	Texas	HAWLEY ISD	O	O	116.40639725
4822830	48	Texas	HEARNE ISD	O	O	111.35405376
4822850	48	Texas	HEDLEY ISD	O	O	305.43504989
4822890	48	Texas	HEMPHILL ISD	O	O	332.34629465
4822920	48	Texas	HEMPSTEAD ISD	O	O	144.0889784
4822970	48	Texas	HENDERSON ISD	O	O	359.99306754
4822980	48	Texas	HENRIETTA ISD	O	O	405.50483091
4823010	48	Texas	HEREFORD ISD	O	O	707.5869811
4823040	48	Texas	HERMLEIGH ISD	O	O	153.01339852
4823070	48	Texas	HICO ISD	O	O	205.74255827
4823100	48	Texas	HIDALGO ISD	O	O	32.949162313
4823140	48	Texas	HIGGINS ISD	O	O	232.46398478
4823160	48	Texas	HIGH ISLAND ISD	O	O	28.411877584
4823190	48	Texas	HIGHLAND ISD	O	O	257.84499465
4823250	48	Texas	HIGHLAND PARK ISD	O	O	6.2247076048
4823280	48	Texas	HILLSBORO ISD	O	O	125.31002074
4823310	48	Texas	HITCHCOCK ISD	O	O	56.409545527
4823370	48	Texas	HOLLAND ISD	O	O	78.910379508
4823400	48	Texas	HOLLIDAY ISD	O	O	236.58671816
4823430	48	Texas	HONDO ISD	O	O	537.04274112
4823460	48	Texas	HONEY GROVE ISD	O	O	221.31773004
4823490	48	Texas	HOOKS ISD	O	O	62.90029336
4823640	48	Texas	HOUSTON ISD	O	O	298.63011721
4823670	48	Texas	HOWE ISD	O	O	73.267191972
4823700	48	Texas	HUBBARD ISD	O	O	17.961631096
4823730	48	Texas	HUBBARD ISD	O	O	63.747021994
4823760	48	Texas	HUCKABAY ISD	O	O	155.00380156
4823790	48	Texas	HUDSON ISD	O	O	75.971518015
4823820	48	Texas	HUFFMAN ISD	O	O	48.424626292
4823850	48	Texas	HUGHES SPRINGS ISD	O	O	114.23828219
4823880	48	Texas	HULL-DAISETTA ISD	O	O	82.859746841
4823910	48	Texas	HUMBLE ISD	O	O	80.69262792
4823970	48	Texas	HUNT ISD	O	O	174.18660704
4824000	48	Texas	HUNTINGTON ISD	O	O	172.28236308
4824030	48	Texas	HUNTSVILLE ISD	O	O	585.90991348
4824060	48	Texas	HURST-EULESS-BEDFORD ISD	O	O	46.289061571
4824100	48	Texas	HUTTO ISD	O	O	67.641667452
4824120	48	Texas	IDALOU ISD	O	O	121.96929754
4824150	48	Texas	INDUSTRIAL ISD	O	O	279.95442064
4824180	48	Texas	INGLESIDE ISD	O	O	22.847711264
4824210	48	Texas	INGRAM ISD	O	O	208.31376864
4824240	48	Texas	IOLA ISD	O	O	129.87218937
4824260	48	Texas	IOWA PARK CISD	O	O	172.19340746
4824300	48	Texas	IRA ISD	O	O	122.24515866
4824330	48	Texas	IRAAN-SHEFFIELD ISD	O	O	886.11632023
4824360	48	Texas	IREDELL ISD	O	O	145.7552425
4824420	48	Texas	IRVING ISD	O	O	50.468910281
4824450	48	Texas	ITALY ISD	O	O	59.546983615
4824480	48	Texas	ITASCA ISD	O	O	134.77909936
4824530	48	Texas	JACKSBORO ISD	O	O	573.54792841
4824590	48	Texas	JACKSONVILLE ISD	O	O	258.43435027
4824600	48	Texas	JARRELL ISD	O	O	81.670687663
4824630	48	Texas	JASPER ISD	O	O	397.66518957
4824660	48	Texas	JAYTON-GIRARD ISD	O	O	796.67462436
4824730	48	Texas	JEFFERSON ISD	O	O	365.39617133
4824750	48	Texas	JIM HOGG COUNTY ISD	O	O	1135.9071274
4824780	48	Texas	JIM NED CISD	O	O	362.98629955
4824810	48	Texas	JOAQUIN ISD	O	O	109.2720086
4824840	48	Texas	JOHNSON CITY ISD	O	O	534.07185979
4824900	48	Texas	JONESBORO ISD	O	O	173.69204568
4824930	48	Texas	JOSHUA ISD	O	O	75.815379453
4824960	48	Texas	JOURDANTON ISD	O	O	278.69915073
4824990	48	Texas	JUDSON ISD	O	O	55.922809681
4825020	48	Texas	JUNCTION ISD	O	O	1102.277938
4825110	48	Texas	KARNACK ISD	O	O	130.38932999
4825140	48	Texas	KARNES CITY ISD	O	O	358.66029958
4825170	48	Texas	KATY ISD	O	O	171.03508356
4825200	48	Texas	KAUFMAN ISD	O	O	164.05273075
4825230	48	Texas	KEENE ISD	O	O	4.90715401
4825260	48	Texas	KELLER ISD	O	O	50.418550202
4825290	48	Texas	KELTON ISD	O	O	133.45313028
4825320	48	Texas	KEMP ISD	O	O	154.0507902
4825380	48	Texas	KENDLETON ISD	O	O	39.18864682
4825410	48	Texas	KENEDY COUNTY WIDE CSD	O	O	1451.9465364
4825440	48	Texas	KENEDY ISD	O	O	133.05117282
4825470	48	Texas	KENNARD ISD	O	O	329.73665669
4825500	48	Texas	KENNEDALE ISD	O	O	10.555399098
4825530	48	Texas	KERENS ISD	O	O	197.56047055
4825560	48	Texas	KERMIT ISD	O	O	399.71220253
4825590	48	Texas	KERRVILLE ISD	O	O	163.80803695
4825620	48	Texas	KILGORE ISD	O	O	97.541244979
4825660	48	Texas	KILLEEN ISD	O	O	353.19466808
4825680	48	Texas	KINGSVILLE ISD	O	O	104.82810345
4825710	48	Texas	KIRBYVILLE CISD	O	O	245.07404822
4825740	48	Texas	KLEIN ISD	O	O	81.372207902
4825790	48	Texas	KLONDIKE ISD	O	O	572.73952041
4825800	48	Texas	KNIPPA ISD	O	O	103.74757026
4825870	48	Texas	KNOX CITY-O'BRIEN CISD	O	O	143.63196972
4825890	48	Texas	KOPPERL ISD	O	O	109.04762184
4825920	48	Texas	KOUNTZE ISD	O	O	254.55549022
4825950	48	Texas	KRESS ISD	O	O	258.93997231
4825980	48	Texas	KRUM ISD	O	O	72.017891203
4826040	48	Texas	LA FERIA ISD	O	O	34.470580173
4826070	48	Texas	LA GLORIA ISD	O	O	24.046897901
4826100	48	Texas	LA GRANGE ISD	O	O	312.57737372
4826130	48	Texas	LA JOYA ISD	O	O	207.12440714
4826160	48	Texas	LA MARQUE ISD	O	O	23.254988054
4826190	48	Texas	LA PORTE ISD	O	O	41.974172467
4826220	48	Texas	LAPOYNOR ISD	O	O	148.48814087
4826250	48	Texas	LA PRYOR ISD	O	O	306.72972848
4826280	48	Texas	LA VEGA ISD	O	O	32.698320224
4826310	48	Texas	LA VERNIA ISD	O	O	113.06183581
4826340	48	Texas	LA VILLA ISD	O	O	34.305280179
4826370	48	Texas	LACKLAND ISD	O	O	10.095787702
4826400	48	Texas	LAGO VISTA ISD	O	O	28.464344622
4826430	48	Texas	LAKE DALLAS ISD	O	O	11.976560123
4826470	48	Texas	LAKE TRAVIS ISD	O	O	105.90004432
4826490	48	Texas	LAKE WORTH ISD	O	O	8.2890198719
4826580	48	Texas	LAMAR CISD	O	O	334.58516873
4826610	48	Texas	LAMESA ISD	O	O	343.18725955
4826640	48	Texas	LAMPASAS ISD	O	O	605.18551128
4826670	48	Texas	LANCASTER ISD	O	O	37.326297651
4826700	48	Texas	LANEVILLE ISD	O	O	125.77168852
4826790	48	Texas	LAREDO ISD	O	O	13.266773437
4826850	48	Texas	LASARA ISD	O	O	60.028926003
4826910	48	Texas	LATEXO ISD	O	O	95.01686726
4826970	48	Texas	LAZBUDDIE ISD	O	O	197.92033361
4827000	48	Texas	LEAKEY ISD	O	O	425.10567076
4827030	48	Texas	LEANDER ISD	O	O	193.90901193
4827060	48	Texas	LEARY ISD	O	O	9.73746944
4827090	48	Texas	LEFORS ISD	O	O	143.23270146
4827120	48	Texas	LEGGETT ISD	O	O	90.319180629
4827180	48	Texas	LEON ISD	O	O	303.59948888
4827210	48	Texas	LEONARD ISD	O	O	64.633207181
4827240	48	Texas	LEVELLAND ISD	O	O	316.99561581
4827270	48	Texas	LEVERETTS CHAPEL ISD	O	O	11.726795259
4827300	48	Texas	LEWISVILLE ISD	O	O	109.8655349
4827330	48	Texas	LEXINGTON ISD	O	O	289.66746178
4827390	48	Texas	LIBERTY-EYLAU ISD	O	O	64.532830268
4827420	48	Texas	LIBERTY HILL ISD	O	O	109.5962016
